split,class,filename,image_id,orig_filename,location,seq_id,timestamp,month,season,bbox,has_bbox,box_source,checksum
train,coyote,coyote/coyote_0133.jpg,58a52eac-23d2-11e8-a6a3-ec086b02610b,58a52eac-23d2-11e8-a6a3-ec086b02610b.jpg,76,6f5707f3-5567-11e8-ae01-dca9047ef277,2013-12-22 20:59:22,2013-12,winter,,False,none,5136dd2815732cd97124a19c1371398a055427f66cf60709562b913fbf383187
train,coyote,coyote/coyote_0134.jpg,58bd1a84-23d2-11e8-a6a3-ec086b02610b,58bd1a84-23d2-11e8-a6a3-ec086b02610b.jpg,77,701d9fde-5567-11e8-9b85-dca9047ef277,2013-12-16 19:50:55,2013-12,winter,,False,none,d802728c8cee4f9daccc6816af86a2ef8ace32510d99825f3ba137bef6755159
val,coyote,coyote/coyote_0135.jpg,588c1207-23d2-11e8-a6a3-ec086b02610b,588c1207-23d2-11e8-a6a3-ec086b02610b.jpg,78,6f1b98eb-5567-11e8-a66b-dca9047ef277,2011-07-29 01:16:50,2011-07,summer,85;140;62;34,True,gt,69497829068115deb96a507cdc167f6ec6f117a9bd2e7e99e997ed58cf3de1d1
train,coyote,coyote/coyote_0136.jpg,58d7a36b-23d2-11e8-a6a3-ec086b02610b,58d7a36b-23d2-11e8-a6a3-ec086b02610b.jpg,80,7009c36b-5567-11e8-bb24-dca9047ef277,2013-03-01 02:32:30,2013-03,spring,0;92;235;82,True,yolo,027d09f71a7158349363add0603b79485df08cf1a8c4ca7ad9f68b8a143f7d62
train,coyote,coyote/coyote_0137.jpg,58aa5a88-23d2-11e8-a6a3-ec086b02610b,58aa5a88-23d2-11e8-a6a3-ec086b02610b.jpg,81,6f10c775-5567-11e8-a278-dca9047ef277,2011-10-28 03:00:50,2011-10,autumn,,False,none,747432dcfd59eb16faeab208ab356b3f8d27ab35e351a8702dc2dc9806d89add
train,coyote,coyote/coyote_0138.jpg,591b22cf-23d2-11e8-a6a3-ec086b02610b,591b22cf-23d2-11e8-a6a3-ec086b02610b.jpg,84,7017888a-5567-11e8-899a-dca9047ef277,2014-04-26 20:28:05,2014-04,spring,,False,none,a918deacfbec98fef09975cdd6b9f58a20001af99b01626f0f61c7247522fd35
train,coyote,coyote/coyote_0139.jpg,59023674-23d2-11e8-a6a3-ec086b02610b,59023674-23d2-11e8-a6a3-ec086b02610b.jpg,86,70198aa3-5567-11e8-9eb6-dca9047ef277,2014-03-03 06:36:49,2014-03,spring,,False,none,9d0c0db4514714c21aad685df08de3f602d08ebd7be59ee9e4c3bab0c143947f
train,coyote,coyote/coyote_0140.jpg,5883eaa7-23d2-11e8-a6a3-ec086b02610b,5883eaa7-23d2-11e8-a6a3-ec086b02610b.jpg,87,701ab321-5567-11e8-8c53-dca9047ef277,2013-12-23 05:28:30,2013-12,winter,,False,none,e8096f47a0596f2e072cef9ef5dab8bccf15c5b64c488fa93eae57f011565034
train,coyote,coyote/coyote_0141.jpg,58dc4dc1-23d2-11e8-a6a3-ec086b02610b,58dc4dc1-23d2-11e8-a6a3-ec086b02610b.jpg,88,6f138e47-5567-11e8-a9f6-dca9047ef277,2011-06-15 04:07:22,2011-06,summer,,False,none,a46e44e2515de700f9aab53d911b48af4e3fbe6969146af7558af6925d19ffb5
test,coyote,coyote/coyote_0142.jpg,59bca40b-23d2-11e8-a6a3-ec086b02610b,59bca40b-23d2-11e8-a6a3-ec086b02610b.jpg,9,701db0c0-5567-11e8-b78c-dca9047ef277,2014-09-20 02:31:10,2014-09,autumn,208;33;43;86,True,gt,9a04dfb14d3a41a5e1dc749132a0258b0b2fe6d8c3823669f6ccf48ffae433e1
train,coyote,coyote/coyote_0143.jpg,58adc2c3-23d2-11e8-a6a3-ec086b02610b,58adc2c3-23d2-11e8-a6a3-ec086b02610b.jpg,90,6f0f5440-5567-11e8-95bb-dca9047ef277,2011-05-03 01:49:58,2011-05,spring,40;191;157;89,True,gt,f8139fee48898ca3e3d6d6920507ac376bdbddc5205f698a343c08b53c1fa9f2
train,coyote,coyote/coyote_0144.jpg,58945f48-23d2-11e8-a6a3-ec086b02610b,58945f48-23d2-11e8-a6a3-ec086b02610b.jpg,92,7018e1ee-5567-11e8-9ed1-dca9047ef277,2014-07-30 20:36:14,2014-07,summer,263;6;118;113,True,yolo,196554a44c4019389c170c12b0065a78f9cefe33802838b9c8f9df58ad2e1d5a
train,coyote,coyote/coyote_0145.jpg,590d2a5d-23d2-11e8-a6a3-ec086b02610b,590d2a5d-23d2-11e8-a6a3-ec086b02610b.jpg,93,701817d1-5567-11e8-bb61-dca9047ef277,2014-11-27 19:07:24,2014-11,autumn,,False,none,e91535ae76cd7769f657baa4634f54234407532976bc46d23ddf824999065506
val,coyote,coyote/coyote_0146.jpg,59087fe4-23d2-11e8-a6a3-ec086b02610b,59087fe4-23d2-11e8-a6a3-ec086b02610b.jpg,99,70147be1-5567-11e8-9d7a-dca9047ef277,2013-08-25 01:49:54,2013-08,summer,,False,none,11b0067629a0f10f4a1e0627bc14ce354d5968e156b7bb54b474bfe09cc34955
val,coyote,coyote/coyote_0147.jpg,5976a59f-23d2-11e8-a6a3-ec086b02610b,5976a59f-23d2-11e8-a6a3-ec086b02610b.jpg,1,7015b0f8-5567-11e8-b824-dca9047ef277,2014-03-10 03:54:07,2014-03,spring,60;8;179;271,True,gt,afe3fd4df38a75c4d70179b23f512948ca03e30bf514627222097eadaa9a1cb5
train,coyote,coyote/coyote_0148.jpg,591996ae-23d2-11e8-a6a3-ec086b02610b,591996ae-23d2-11e8-a6a3-ec086b02610b.jpg,100,6f1e3794-5567-11e8-8fe5-dca9047ef277,2011-02-05 01:24:52,2011-02,winter,139;125;42;99,True,gt,70fb371b8a1c02ce7dcb9d5d2c9b82510a05aa4561b88922917dbcfd56b81ac0
train,coyote,coyote/coyote_0149.jpg,586e2e9c-23d2-11e8-a6a3-ec086b02610b,586e2e9c-23d2-11e8-a6a3-ec086b02610b.jpg,101,701c2ce6-5567-11e8-a976-dca9047ef277,2014-08-30 23:46:36,2014-08,summer,0;7;147;271,True,yolo,71fadcdd45e7ecb1dbd112cfb761fa3540f98c25f501ac5342a8a667afa3182f
val,coyote,coyote/coyote_0150.jpg,5888bf2e-23d2-11e8-a6a3-ec086b02610b,5888bf2e-23d2-11e8-a6a3-ec086b02610b.jpg,103,6f1ad868-5567-11e8-8b11-dca9047ef277,2011-08-14 03:01:24,2011-08,summer,170;103;29;37,True,yolo,226ae7334ed9a08e451d3ed5451d14a0239a638f4716e04f453a192d885090fe
test,coyote,coyote/coyote_0151.jpg,5892b6a7-23d2-11e8-a6a3-ec086b02610b,5892b6a7-23d2-11e8-a6a3-ec086b02610b.jpg,104,701d056b-5567-11e8-af5f-dca9047ef277,2014-01-22 05:47:48,2014-01,winter,,False,none,421e375e290d6a2e0b11ec8a6404487ce50f581c6c5fac42792a7458dad140e0
test,coyote,coyote/coyote_0152.jpg,589cb380-23d2-11e8-a6a3-ec086b02610b,589cb380-23d2-11e8-a6a3-ec086b02610b.jpg,106,6f687017-5567-11e8-8688-dca9047ef277,2013-10-19 21:47:00,2013-10,autumn,36;95;79;50,True,yolo,80d6128dc29d686cf302ace6daf0ad873d24383cc2b2edf6d3116320c9058db4
train,coyote,coyote/coyote_0153.jpg,5900a400-23d2-11e8-a6a3-ec086b02610b,5900a400-23d2-11e8-a6a3-ec086b02610b.jpg,107,6f0da88c-5567-11e8-8ef8-dca9047ef277,2011-07-02 05:59:01,2011-07,summer,,False,none,ecb12d61f28d6ceea12a4bab176b4976fdbf14514e1a0505495b94d28e04e7b8
train,coyote,coyote/coyote_0154.jpg,5914f177-23d2-11e8-a6a3-ec086b02610b,5914f177-23d2-11e8-a6a3-ec086b02610b.jpg,108,6f1508ae-5567-11e8-a807-dca9047ef277,2012-01-15 03:59:35,2012-01,winter,163;123;52;70,True,gt,259199d627f4abbe074263271df5c6d4ade2d08622c419682a48a1f51c44dd10
train,coyote,coyote/coyote_0155.jpg,5906f064-23d2-11e8-a6a3-ec086b02610b,5906f064-23d2-11e8-a6a3-ec086b02610b.jpg,111,70152bb0-5567-11e8-90c9-dca9047ef277,2013-09-28 21:14:30,2013-09,autumn,,False,none,4701465cdd2a07cbeaa8ab81167c2449b6903341d09768fd8d64bbbc7b6d7fca
test,coyote,coyote/coyote_0156.jpg,58b8237a-23d2-11e8-a6a3-ec086b02610b,58b8237a-23d2-11e8-a6a3-ec086b02610b.jpg,112,6f0f411c-5567-11e8-b7a4-dca9047ef277,2012-05-08 23:40:06,2012-05,spring,,False,none,6d14e3fe821c05cef2c1ff27885b976bf3c7cbf448b14d8cbb05829a93579c59
train,coyote,coyote/coyote_0157.jpg,58b9d66e-23d2-11e8-a6a3-ec086b02610b,58b9d66e-23d2-11e8-a6a3-ec086b02610b.jpg,114,6ff34dba-5567-11e8-bd57-dca9047ef277,2013-10-02 19:22:10,2013-10,autumn,142;132;114;66,True,yolo,d20692821aeb3b7f15dbaa61258b9d716a62192800ed9f9076f8afc1c9b950f7
train,coyote,coyote/coyote_0158.jpg,58ec553a-23d2-11e8-a6a3-ec086b02610b,58ec553a-23d2-11e8-a6a3-ec086b02610b.jpg,115,6f11870f-5567-11e8-99b8-dca9047ef277,2011-07-15 05:50:26,2011-07,summer,25;170;73;55,True,gt,9e53fa7d71aa5c10310853e8c89ac505793540e35b501429dc28af4a7dda44a7
train,coyote,coyote/coyote_0159.jpg,59452c53-23d2-11e8-a6a3-ec086b02610b,59452c53-23d2-11e8-a6a3-ec086b02610b.jpg,117,701b6e3d-5567-11e8-8cb6-dca9047ef277,2013-11-30 05:14:28,2013-11,autumn,,False,none,f5a4ecf90d67361c6966fc62e904194c736f1b7711d8d3deed93a7fbe01eb392
test,coyote,coyote/coyote_0160.jpg,593100ed-23d2-11e8-a6a3-ec086b02610b,593100ed-23d2-11e8-a6a3-ec086b02610b.jpg,118,700aa566-5567-11e8-9c59-dca9047ef277,2013-03-15 22:26:09,2013-03,spring,87;74;178;88,True,yolo,eb1a915ed884548983ff5ea61c83d48bb0b987434119e63a4724522bbce2dfc0
train,coyote,coyote/coyote_0161.jpg,58bd1c58-23d2-11e8-a6a3-ec086b02610b,58bd1c58-23d2-11e8-a6a3-ec086b02610b.jpg,125,6f15fa17-5567-11e8-a48b-dca9047ef277,2011-11-04 21:06:36,2011-11,autumn,226;146;75;49,True,gt,095b636635901566c8c25ad13c242832cf44c6cf8ec2269941a3d1e5573562ea
test,coyote,coyote/coyote_0162.jpg,588dbdb1-23d2-11e8-a6a3-ec086b02610b,588dbdb1-23d2-11e8-a6a3-ec086b02610b.jpg,128,701a998a-5567-11e8-a015-dca9047ef277,2013-12-02 05:20:04,2013-12,winter,,False,none,c5cc0bf60ba73a727f200a9b4506ee88c9d9e22f08c6eaecab744bc353393666
train,coyote,coyote/coyote_0163.jpg,589b024f-23d2-11e8-a6a3-ec086b02610b,589b024f-23d2-11e8-a6a3-ec086b02610b.jpg,129,70185102-5567-11e8-8f5f-dca9047ef277,2014-06-04 20:32:56,2014-06,summer,,False,none,3a5fe11fd0a42bcb3b2c34418d5949661e4d35a3a4589972610b79024e3da7c5
train,coyote,coyote/coyote_0164.jpg,58910e4f-23d2-11e8-a6a3-ec086b02610b,58910e4f-23d2-11e8-a6a3-ec086b02610b.jpg,130,6f0d0828-5567-11e8-9cf9-dca9047ef277,2011-10-08 04:22:44,2011-10,autumn,,False,none,261c5ecfe988376037f6966eb87659cd57277f9111955f4271940c7ba010bd6a
train,coyote,coyote/coyote_0165.jpg,58a02061-23d2-11e8-a6a3-ec086b02610b,58a02061-23d2-11e8-a6a3-ec086b02610b.jpg,133,7010cdeb-5567-11e8-9681-dca9047ef277,2014-09-09 06:16:17,2014-09,autumn,206;117;86;73,True,yolo,9ec7d6cf4a00dd22b1536b2b6a6a018c2fdffedbcffb88eea435e54e230ea8b4
test,coyote,coyote/coyote_0166.jpg,59247be3-23d2-11e8-a6a3-ec086b02610b,59247be3-23d2-11e8-a6a3-ec086b02610b.jpg,135,7016984f-5567-11e8-9a39-dca9047ef277,2013-03-28 23:30:00,2013-03,spring,,False,none,f69006b06c992e24bf632a052c3f29f5d0b6591f54e27a5c12bd8808e221ad89
train,coyote,coyote/coyote_0167.jpg,58732fa8-23d2-11e8-a6a3-ec086b02610b,58732fa8-23d2-11e8-a6a3-ec086b02610b.jpg,137,701a162b-5567-11e8-8f52-dca9047ef277,2014-03-29 06:04:35,2014-03,spring,162;101;130;132,True,yolo,fc116f6a4dd118f65382f029bc52d3c9e08b2fca899bcde61009f04aabf9aaa7
train,coyote,coyote/coyote_0168.jpg,59216537-23d2-11e8-a6a3-ec086b02610b,59216537-23d2-11e8-a6a3-ec086b02610b.jpg,138,701b5b7a-5567-11e8-8d2b-dca9047ef277,2014-10-17 04:33:41,2014-10,autumn,,False,none,aef584b574c3897c9a9a4ab24a4b8c92a9cad773ffa9202ea7f643957e60926d
train,coyote,coyote/coyote_0169.jpg,59c6693c-23d2-11e8-a6a3-ec086b02610b,59c6693c-23d2-11e8-a6a3-ec086b02610b.jpg,18,6f065a5c-5567-11e8-baa3-dca9047ef277,2011-08-02 03:09:28,2011-08,summer,,False,none,22ad7c51564af694374f2ea0607e01f1ed648da76bcef262dc9c35122daf381d
train,coyote,coyote/coyote_0170.jpg,598ad045-23d2-11e8-a6a3-ec086b02610b,598ad045-23d2-11e8-a6a3-ec086b02610b.jpg,2,70155285-5567-11e8-8a54-dca9047ef277,2013-09-17 05:41:57,2013-09,autumn,41;145;127;64,True,gt,35ebea23f3a369ec33889a7f8f9e91237a8d430f1ec7c9855a30b3c2625485b7
val,coyote,coyote/coyote_0171.jpg,5a1e5214-23d2-11e8-a6a3-ec086b02610b,5a1e5214-23d2-11e8-a6a3-ec086b02610b.jpg,21,701d2068-5567-11e8-9443-dca9047ef277,2015-05-06 05:12:55,2015-05,spring,221;127;57;113,True,gt,4d07f9b4b3ce65688a8f635f3f9bfdc6e16c57024b5cc869328ae7ee82a10c14
test,coyote,coyote/coyote_0172.jpg,59af9923-23d2-11e8-a6a3-ec086b02610b,59af9923-23d2-11e8-a6a3-ec086b02610b.jpg,22,70193aae-5567-11e8-b239-dca9047ef277,2014-01-23 22:42:05,2014-01,winter,73;138;121;120,True,gt,edd6bbec790613bc78f921e62ec00f1072984030fcefaefcfa86f9d02d4205f2
train,coyote,coyote/coyote_0173.jpg,59c80687-23d2-11e8-a6a3-ec086b02610b,59c80687-23d2-11e8-a6a3-ec086b02610b.jpg,23,6fe00517-5567-11e8-8b82-dca9047ef277,2013-11-20 03:54:04,2013-11,autumn,,False,none,d021440796a4a95ce11f6bd0e0d8eefb3748cd0037e7006b5e30ba43d2ef269c
test,coyote,coyote/coyote_0174.jpg,59a62c9c-23d2-11e8-a6a3-ec086b02610b,59a62c9c-23d2-11e8-a6a3-ec086b02610b.jpg,24,6f0a4e14-5567-11e8-bc45-dca9047ef277,2011-05-19 03:32:00,2011-05,spring,313;112;44;72,True,gt,3bf0495696edde9d6a91d71deb48308480159c90f2c54ad172fb42c0d19edc22
val,coyote,coyote/coyote_0175.jpg,59d27b84-23d2-11e8-a6a3-ec086b02610b,59d27b84-23d2-11e8-a6a3-ec086b02610b.jpg,26,6f28c3a6-5567-11e8-b6f6-dca9047ef277,2013-11-20 05:06:14,2013-11,autumn,,False,none,01900b01e89b1607fd7e5a008e182aa261d704114b2508f8cd5863469ecde3f9
val,coyote,coyote/coyote_0176.jpg,599a5a17-23d2-11e8-a6a3-ec086b02610b,599a5a17-23d2-11e8-a6a3-ec086b02610b.jpg,27,701242f8-5567-11e8-9b67-dca9047ef277,2014-10-22 05:35:45,2014-10,autumn,142;116;234;129,True,gt,7c0c465b66d032d3859cd2236804dfd5d1c1bfa331a761a145c290a024125e91
train,coyote,coyote/coyote_0177.jpg,5a27d8e9-23d2-11e8-a6a3-ec086b02610b,5a27d8e9-23d2-11e8-a6a3-ec086b02610b.jpg,28,6f12977a-5567-11e8-ac37-dca9047ef277,2011-10-29 01:21:10,2011-10,autumn,96;126;46;67,True,gt,fd28a3e96b6fb1bd528a710aaf3b421d46bd662a2d1bc1f4a23d231a08dac4c5
train,coyote,coyote/coyote_0178.jpg,59aada8b-23d2-11e8-a6a3-ec086b02610b,59aada8b-23d2-11e8-a6a3-ec086b02610b.jpg,31,701dbb40-5567-11e8-a6a4-dca9047ef277,2013-11-26 22:13:44,2013-11,autumn,39;145;54;46,True,gt,57cecf23cf103392a8ecb993f61332ae2b3364473d466868b20602320ac242d8
train,coyote,coyote/coyote_0179.jpg,59973d32-23d2-11e8-a6a3-ec086b02610b,59973d32-23d2-11e8-a6a3-ec086b02610b.jpg,32,701133b8-5567-11e8-be77-dca9047ef277,2015-03-14 21:38:06,2015-03,spring,0;94;143;110,True,gt,0a7a27e9642b6212f836dffdeb1cd7aac1e664b05643397b0e741eed5bbe99f4
val,coyote,coyote/coyote_0180.jpg,59aada10-23d2-11e8-a6a3-ec086b02610b,59aada10-23d2-11e8-a6a3-ec086b02610b.jpg,35,7011380c-5567-11e8-a164-dca9047ef277,2014-06-28 23:40:43,2014-06,summer,127;122;47;24,True,gt,a57a338815bd40379338f043e2eb7e80dbfd29eac612c4d3bc7ae947d0704145
val,coyote,coyote/coyote_0181.jpg,59c669d9-23d2-11e8-a6a3-ec086b02610b,59c669d9-23d2-11e8-a6a3-ec086b02610b.jpg,38,6f00bdde-5567-11e8-b2a0-dca9047ef277,2011-11-13 03:41:11,2011-11,autumn,261;96;83;67,True,gt,f12ff6e23db3ebea88924f21252cb9fdfc0ccc36e51e5881e215642353db59c0
val,coyote,coyote/coyote_0182.jpg,5a0968f3-23d2-11e8-a6a3-ec086b02610b,5a0968f3-23d2-11e8-a6a3-ec086b02610b.jpg,4,7016dade-5567-11e8-8476-dca9047ef277,2014-03-04 20:58:38,2014-03,spring,40;130;60;39,True,gt,3aec2a693574afa7f86195f0915572a9bcf4ea6d3418e403551b1cfd7dd744b0
train,coyote,coyote/coyote_0183.jpg,5a1640e4-23d2-11e8-a6a3-ec086b02610b,5a1640e4-23d2-11e8-a6a3-ec086b02610b.jpg,40,6f05c31c-5567-11e8-a8e9-dca9047ef277,2011-05-14 04:16:58,2011-05,spring,183;112;60;85,True,gt,2ada70f86973a13b6c67759e1fc278ae5be6fae961234dfc07db47e3ec0c59ed
val,coyote,coyote/coyote_0184.jpg,5a24a6ee-23d2-11e8-a6a3-ec086b02610b,5a24a6ee-23d2-11e8-a6a3-ec086b02610b.jpg,42,7019fd23-5567-11e8-ae65-dca9047ef277,2015-01-02 03:38:33,2015-01,winter,60;140;31;45,True,gt,20d092fc77f390045eac2237508b5ba077bfbad00ee4b03e5ecafeb41352006a
val,coyote,coyote/coyote_0185.jpg,598c5cf4-23d2-11e8-a6a3-ec086b02610b,598c5cf4-23d2-11e8-a6a3-ec086b02610b.jpg,43,6f0b71b8-5567-11e8-85c1-dca9047ef277,2011-10-08 05:26:12,2011-10,autumn,1;144;87;76,True,gt,cbce00f943d4a88a94ef428d759c1c10af35b1e89400073edd861179be3ad607
test,coyote,coyote/coyote_0186.jpg,5a0e35d0-23d2-11e8-a6a3-ec086b02610b,5a0e35d0-23d2-11e8-a6a3-ec086b02610b.jpg,44,7011f082-5567-11e8-afd1-dca9047ef277,2014-02-01 19:55:05,2014-02,winter,27;66;49;71,True,gt,6ea57033c9f3f574a91e661a1dd1b898a1c076fc113c6703092b3f9a1137b974
train,coyote,coyote/coyote_0187.jpg,59be3f18-23d2-11e8-a6a3-ec086b02610b,59be3f18-23d2-11e8-a6a3-ec086b02610b.jpg,46,6f16e24f-5567-11e8-ab7b-dca9047ef277,2011-06-27 20:58:06,2011-06,summer,,False,none,601a6f14147e612ff6ee3d9030ab10b6dddd83c2ec81bf4cecb7678ff564749a
train,coyote,coyote/coyote_0188.jpg,59783249-23d2-11e8-a6a3-ec086b02610b,59783249-23d2-11e8-a6a3-ec086b02610b.jpg,48,701b3547-5567-11e8-9a9c-dca9047ef277,2013-11-20 05:45:47,2013-11,autumn,0;87;196;133,True,gt,22d734b19bac5db85200556de3b185e67ab0ccd94c75d0b5bcdc7f6fc9267072
train,coyote,coyote/coyote_0189.jpg,5a1fe5dd-23d2-11e8-a6a3-ec086b02610b,5a1fe5dd-23d2-11e8-a6a3-ec086b02610b.jpg,5,6f191b42-5567-11e8-837b-dca9047ef277,2011-06-08 22:20:02,2011-06,summer,153;85;77;58,True,gt,63067e8fea3e6e25d32399c152bf68a21e19b72487ec94685c2d58e2607d4361
val,coyote,coyote/coyote_0190.jpg,59e101f2-23d2-11e8-a6a3-ec086b02610b,59e101f2-23d2-11e8-a6a3-ec086b02610b.jpg,51,6f1cdd05-5567-11e8-95a0-dca9047ef277,2011-09-13 02:00:23,2011-09,autumn,,False,none,a9635539b5160896e9afe2e8627f06f44427427acf8c27699361799a78036360
train,coyote,coyote/coyote_0191.jpg,599be749-23d2-11e8-a6a3-ec086b02610b,599be749-23d2-11e8-a6a3-ec086b02610b.jpg,56,70111338-5567-11e8-b9ea-dca9047ef277,2015-03-23 19:57:31,2015-03,spring,284;113;100;85,True,gt,9cd161ea31ed684f734606e049f1361407adb22b4b45de56aa10ef9f2d30d34a
train,coyote,coyote/coyote_0192.jpg,597513b6-23d2-11e8-a6a3-ec086b02610b,597513b6-23d2-11e8-a6a3-ec086b02610b.jpg,57,6f7f1b0f-5567-11e8-a059-dca9047ef277,2013-11-01 01:42:55,2013-11,autumn,110;130;112;57,True,yolo,c52be6b9661b50a4fec89d55b1badb051cd816c99d3fa09dbe70993f6304edf2
val,coyote,coyote/coyote_0193.jpg,59c318dc-23d2-11e8-a6a3-ec086b02610b,59c318dc-23d2-11e8-a6a3-ec086b02610b.jpg,63,70175e78-5567-11e8-ad8b-dca9047ef277,2014-01-24 03:28:31,2014-01,winter,44;118;40;23,True,gt,b062aeacd04440fec7db845c98fba8e4647b9d32a3994df76211a838c501cd92
train,coyote,coyote/coyote_0194.jpg,5a1fe828-23d2-11e8-a6a3-ec086b02610b,5a1fe828-23d2-11e8-a6a3-ec086b02610b.jpg,64,6f196a0c-5567-11e8-b639-dca9047ef277,2011-09-12 02:21:03,2011-09,autumn,230;109;52;26,True,gt,8ade9dfc85f98cc61bc2a190d8aebf35d3c6cd86212a242a9b334a158fcaed32
train,coyote,coyote/coyote_0195.jpg,5951906c-23d2-11e8-a6a3-ec086b02610b,5951906c-23d2-11e8-a6a3-ec086b02610b.jpg,67,701c8c40-5567-11e8-af7f-dca9047ef277,2014-09-04 22:04:47,2014-09,autumn,349;123;35;61,True,gt,bd8ebbe3cb022b1622c709f6298eb20d2d328f66ce7a7df9a5652422ce821348
train,coyote,coyote/coyote_0196.jpg,5a1e5289-23d2-11e8-a6a3-ec086b02610b,5a1e5289-23d2-11e8-a6a3-ec086b02610b.jpg,7,6f075721-5567-11e8-bf28-dca9047ef277,2012-02-06 01:55:14,2012-02,winter,207;85;61;71,True,gt,68528ea102ff197e4d57dee85d1e02ab2d145a1261799c90f9a6a3bb3282bece
train,coyote,coyote/coyote_0197.jpg,59563684-23d2-11e8-a6a3-ec086b02610b,59563684-23d2-11e8-a6a3-ec086b02610b.jpg,70,6fce9c73-5567-11e8-8b3e-dca9047ef277,2013-11-01 03:03:40,2013-11,autumn,133;95;182;100,True,yolo,79f7a0314557b132811f8dd810c3b8b98253c0ccb89166da10929b07a78ce97f
test,coyote,coyote/coyote_0198.jpg,595005c3-23d2-11e8-a6a3-ec086b02610b,595005c3-23d2-11e8-a6a3-ec086b02610b.jpg,71,70081fbd-5567-11e8-97df-dca9047ef277,2013-04-16 22:50:32,2013-04,spring,206;117;101;48,True,gt,7e41832bc5cd7478f46c104b89b870f152b453700bd06156128553a2e9fac2df
train,coyote,coyote/coyote_0199.jpg,59629186-23d2-11e8-a6a3-ec086b02610b,59629186-23d2-11e8-a6a3-ec086b02610b.jpg,72,701468b0-5567-11e8-adcf-dca9047ef277,2013-08-14 20:18:02,2013-08,summer,201;60;157;119,True,gt,9eb234a96299d08abb7d484c9fa4ec202c07ac4bf4099ba4e540fcbc5264be6e
train,deer,deer/deer_0000.jpg,59e77f3d-23d2-11e8-a6a3-ec086b02610b,59e77f3d-23d2-11e8-a6a3-ec086b02610b.jpg,10,701d6175-5567-11e8-b95a-dca9047ef277,2013-12-24 20:55:29,2013-12,winter,0;6;261;218,True,gt,49e9b7c1cb6fad7d8f54a0bf98b78de9c83ffc8a94bd8d7d9a5dd77a0dd8ec88
train,deer,deer/deer_0001.jpg,586c8746-23d2-11e8-a6a3-ec086b02610b,586c8746-23d2-11e8-a6a3-ec086b02610b.jpg,101,701c3114-5567-11e8-91aa-dca9047ef277,2014-09-27 05:39:15,2014-09,autumn,1;6;182;255,True,yolo,d2bd3c2b631ea8a64ab1994d206f35c7cec4999fd031b849bff81a93d8f0032b
train,deer,deer/deer_0002.jpg,591679e6-23d2-11e8-a6a3-ec086b02610b,591679e6-23d2-11e8-a6a3-ec086b02610b.jpg,102,70109a02-5567-11e8-a9ab-dca9047ef277,2013-12-18 03:56:38,2013-12,winter,,False,none,0c684d1d0f69e4eee02893299a626846264bf19c63668cf65be634a7c9466080
test,deer,deer/deer_0003.jpg,594846e1-23d2-11e8-a6a3-ec086b02610b,594846e1-23d2-11e8-a6a3-ec086b02610b.jpg,104,701d1491-5567-11e8-8996-dca9047ef277,2014-09-29 01:15:16,2014-09,autumn,160;64;78;101,True,yolo,4c4a807dfa02187088e84d014c96ee4970319a2b962de57234f75a6f2d182099
test,deer,deer/deer_0004.jpg,58d61491-23d2-11e8-a6a3-ec086b02610b,58d61491-23d2-11e8-a6a3-ec086b02610b.jpg,106,6f6710e8-5567-11e8-8cd9-dca9047ef277,2013-09-20 22:52:30,2013-09,autumn,164;66;123;106,True,yolo,81f307d5b6c244629f37276ca8119bf1a6df66d9d91ebcc5546d64a6403a142f
train,deer,deer/deer_0005.jpg,5860ef5b-23d2-11e8-a6a3-ec086b02610b,5860ef5b-23d2-11e8-a6a3-ec086b02610b.jpg,109,70156de8-5567-11e8-8c94-dca9047ef277,2015-01-04 21:18:32,2015-01,winter,178;75;201;201,True,yolo,9637a63afdf20041bd3c382c0f5bcce741f10717ccddf281c4c433ee87dbfb52
train,deer,deer/deer_0006.jpg,59929396-23d2-11e8-a6a3-ec086b02610b,59929396-23d2-11e8-a6a3-ec086b02610b.jpg,11,7018e96e-5567-11e8-8c6c-dca9047ef277,2014-08-25 04:20:31,2014-08,summer,0;5;254;159,True,gt,5adc11f27c361bba0b7aef02a0671eeff8cbcec4aac9242d117e2e0803056e82
train,deer,deer/deer_0007.jpg,58fbeda3-23d2-11e8-a6a3-ec086b02610b,58fbeda3-23d2-11e8-a6a3-ec086b02610b.jpg,111,70153a26-5567-11e8-b71f-dca9047ef277,2014-10-25 01:51:05,2014-10,autumn,,False,none,6d86240527f0162ed31598ca49534ed240af72baf63a51dab0371b96862afb40
train,deer,deer/deer_0008.jpg,5930fe43-23d2-11e8-a6a3-ec086b02610b,5930fe43-23d2-11e8-a6a3-ec086b02610b.jpg,114,6ff29d99-5567-11e8-be77-dca9047ef277,2013-09-28 02:03:03,2013-09,autumn,,False,none,f7dc29bd835eec066f72b409ebe37016fbfcc7dd381f7edc62e0b3454c76bfe9
train,deer,deer/deer_0009.jpg,5913658a-23d2-11e8-a6a3-ec086b02610b,5913658a-23d2-11e8-a6a3-ec086b02610b.jpg,117,701b80ab-5567-11e8-9611-dca9047ef277,2013-12-06 02:31:06,2013-12,winter,,False,none,deffb8006a3e991369055c02874bf9fe39fabd0ca6211551ed15efd276476f4e
